_id,opportunityId,currentOpportunityStatus.name,currentOpportunityStatus.updatedAt,updated_at,factFindSent.date[0],updatedAt,deletedAt,assignedUserId[0],assignee[0].name,assignee[0].avatar,assignee[0].email,opportunityName,created_at,opportunityStatusHistory[0].oldStatus,opportunityStatusHistory[1].oldStatus,opportunityStatusHistory[2].oldStatus,opportunityStatusHistory[3].oldStatus,opportunityStatusHistory[4].oldStatus,opportunityStatusHistory[5].oldStatus,opportunityStatusHistory[6].oldStatus,opportunityStatusHistory[7].oldStatus,opportunityStatusHistory[8].oldStatus,opportunityStatusHistory[9].oldStatus,opportunityStatusHistory[10].oldStatus,opportunityStatusHistory[11].oldStatus,opportunityStatusHistory[12].oldStatus,opportunityStatusHistory[13].oldStatus,opportunityStatusHistory[14].oldStatus,opportunityStatusHistory[0].newStatus,opportunityStatusHistory[1].newStatus,opportunityStatusHistory[2].newStatus,opportunityStatusHistory[3].newStatus,opportunityStatusHistory[4].newStatus,opportunityStatusHistory[5].newStatus,opportunityStatusHistory[6].newStatus,opportunityStatusHistory[7].newStatus,opportunityStatusHistory[8].newStatus,opportunityStatusHistory[9].newStatus,opportunityStatusHistory[10].newStatus,opportunityStatusHistory[11].newStatus,opportunityStatusHistory[12].newStatus,opportunityStatusHistory[13].newStatus,opportunityStatusHistory[14].newStatus,opportunityStatusHistory[0].updateDate,opportunityStatusHistory[1].updateDate,opportunityStatusHistory[2].updateDate,opportunityStatusHistory[3].updateDate,opportunityStatusHistory[4].updateDate,opportunityStatusHistory[5].updateDate,opportunityStatusHistory[6].updateDate,opportunityStatusHistory[7].updateDate,opportunityStatusHistory[8].updateDate,opportunityStatusHistory[9].updateDate,opportunityStatusHistory[10].updateDate,opportunityStatusHistory[11].updateDate,opportunityStatusHistory[12].updateDate,opportunityStatusHistory[13].updateDate,opportunityStatusHistory[14].updateDate,opportunityStatusHistory[0].daysInOldStatus,opportunityStatusHistory[1].daysInOldStatus,opportunityStatusHistory[2].daysInOldStatus,opportunityStatusHistory[3].daysInOldStatus,opportunityStatusHistory[4].daysInOldStatus,opportunityStatusHistory[5].daysInOldStatus,opportunityStatusHistory[6].daysInOldStatus,opportunityStatusHistory[7].daysInOldStatus,opportunityStatusHistory[8].daysInOldStatus,opportunityStatusHistory[9].daysInOldStatus,opportunityStatusHistory[10].daysInOldStatus,opportunityStatusHistory[11].daysInOldStatus,opportunityStatusHistory[12].daysInOldStatus,opportunityStatusHistory[13].daysInOldStatus,opportunityStatusHistory[14].daysInOldStatus,opportunityStatusHistory[4].data.eventMeta.device,opportunityStatusHistory[0].data.eventMeta.device,opportunityStatusHistory[4].data.eventMeta.platform,opportunityStatusHistory[0].data.eventMeta.platform,opportunityStatusHistory[4].data.eventMeta.browser,opportunityStatusHistory[0].data.eventMeta.browser,broker.name,broker.avatar,broker.email,broker.phoneNo,brokerId,leadSourceId,loanAmount,opportunityInfo.emailAddress,opportunityInfo.fullName,createdAt,lcr.ffSent,opportunityStatusHistory[1].data.userAgentInfo.device,opportunityStatusHistory[2].data.userAgentInfo.device,opportunityStatusHistory[3].data.userAgentInfo.device,opportunityStatusHistory[4].data.userAgentInfo.device,opportunityStatusHistory[5].data.userAgentInfo.device,opportunityStatusHistory[6].data.userAgentInfo.device,opportunityStatusHistory[7].data.userAgentInfo.device,opportunityStatusHistory[0].data.userAgentInfo.device,opportunityStatusHistory[8].data.userAgentInfo.device,opportunityStatusHistory[12].data.userAgentInfo.device,opportunityStatusHistory[1].data.userAgentInfo.platform,opportunityStatusHistory[2].data.userAgentInfo.platform,opportunityStatusHistory[3].data.userAgentInfo.platform,opportunityStatusHistory[4].data.userAgentInfo.platform,opportunityStatusHistory[5].data.userAgentInfo.platform,opportunityStatusHistory[6].data.userAgentInfo.platform,opportunityStatusHistory[7].data.userAgentInfo.platform,opportunityStatusHistory[0].data.userAgentInfo.platform,opportunityStatusHistory[8].data.userAgentInfo.platform,opportunityStatusHistory[12].data.userAgentInfo.platform,opportunityStatusHistory[1].data.userAgentInfo.browser,opportunityStatusHistory[2].data.userAgentInfo.browser,opportunityStatusHistory[3].data.userAgentInfo.browser,opportunityStatusHistory[4].data.userAgentInfo.browser,opportunityStatusHistory[5].data.userAgentInfo.browser,opportunityStatusHistory[6].data.userAgentInfo.browser,opportunityStatusHistory[7].data.userAgentInfo.browser,opportunityStatusHistory[0].data.userAgentInfo.browser,opportunityStatusHistory[8].data.userAgentInfo.browser,opportunityStatusHistory[12].data.userAgentInfo.browser,currentOpportunityStatus.data.userAgentInfo.device,currentOpportunityStatus.data.userAgentInfo.platform,currentOpportunityStatus.data.userAgentInfo.browser,lcr.ffReceived,followUpEmailClickInfo.userAgentInfo.device,followUpEmailClickInfo.userAgentInfo.platform,followUpEmailClickInfo.userAgentInfo.browser,followUpEmailClickInfo.updatedAt,leadCategory,leadSegment,mercuryId,conversionPage,leadSource,applicantInitialLoginInfo.userAgentInfo.device,applicantInitialLoginInfo.userAgentInfo.platform,applicantInitialLoginInfo.userAgentInfo.browser,leadOriginatingPage,pluginName,pluginPageSlug,enquiryId,lcr.submitted,brokerName,ffSent,submitted,lcr.settled,broker,broker.mercuryId
6682e72f15fafdc1298091e5,631aa4b6e589c60011d097fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smarika.t@homeloanexperts.com.au,Smarika HLETest,2022-09-09T02:28:06.456Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f15a2cf6-eb2a-4810-bbc2-a32a987370af,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371763,,,,,,,
6682e72f15fafdc1298091e7,631ad0ec1b9f0f0010c72090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bikash.s@homeloanexperts.com.au,Bikash HLETEST,2022-09-09T05:36:44.207Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754d2f63-535b-44c3-9c7d-1195d5cf2bf5,,Website - Complete,,,,,HLE Enquire Online Extended V2,,360800,,,,,,,
6682e72f15fafdc1298091e9,631ad6f1cb903a0011839407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salina.m@homeloanexperts.com.au,salina HLETEST,2022-09-09T06:02:25.184Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4dec1798-1d13-4b4a-b421-29e2dabc80f0,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371765,,,,,,,
6682e72f15fafdc1298091ea,631ad8efb73c8f0010780014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salina.m@homeloanexperts.com.au,salina HLETEST,2022-09-09T06:10:55.428Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93e6eb0f-bc60-473f-9f3d-83e2e1eb8054,,Website - Complete,,,,,HLE Enquire Online Extended V2,,360802,,,,,,,
6682e72f15fafdc1298091f2,631b0acfc8d4e6001159f640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolopawy@onekisspresave.com,Smarika hletest,2022-09-09T09:43:43.719Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premium_and_other,b7cc005e-6b0a-4935-a647-a80bce93f8e8,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371776,,,,,,,
6682e72f15fafdc1298091f3,631b0b13c8d4e6001159f641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolopawy@onekisspresave.com,Smarika hletest,2022-09-09T09:44:51.017Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premium_and_other,14ada42a-2bc0-42dd-989d-5267680174b6,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371777,,,,,,,
6682e72f15fafdc1298091f6,631b0cf1c8d4e6001159f644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shrashi@homeloanexperts.com.au,Shraya HLETest,2022-09-09T09:52:49.442Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94ce7c7a-5e5b-4ad8-98da-2e43d8ef4912,,Website - Complete,,,,home-loan-documents/statutory-declaration-sample,HLE Enquire Online Extended V2,,371780,,,,,,,
6682e72f15fafdc1298091f8,631b1254c326f30012d4f097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shraya.joshi@homeloanexperts.com.au,Shraya HLETest,2022-09-09T10:15:48.879Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d32fa03d-9397-42fb-9947-f5bf38cbbc3e,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371782,,,,,,,
6682e72f15fafdc1298091ff,631c86d066d5790011c1b670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pratiksha.pradhan@homeloanexperts.com.au,Pratiksha HLE,2022-09-10T12:45:03.998Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3584f8c2-d9c8-4643-aa79-d9d09f34a3e2,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371789,,,,,,,
6682e72f15fafdc129809204,631ea05ac730330012e57e8f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolopawy@onekisspresave.com,Smarika hletest,2022-09-12T02:58:34.302Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,412a6221-0ae3-4ef5-ae10-afa36cf74bfc,,Website - Complete,,,,franchise-loans/dominos-franchise-loan,HLE Enquire Online Extended V2,,371795,,,,,,,
6682e72f15fafdc1298091cd,6319b34b92e2d70011e8676d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lituwu@forexlist.in,Smarikaseventeen hletest,2022-09-08T09:18:03.295Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0131fcff-efae-4bd6-940d-a7257e837f0c,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371739,,,,,,,
6682e72f15fafdc1298091db,6319b7e1511e040011f252be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zaxylejo@microcreditoabruzzo.it,Smarikafourteen hletest,2022-09-08T09:37:37.266Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd4d245b-2527-4c65-b17a-4f96af4aa939,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371753,,,,,,,
6682e72f15fafdc1298091df,6319b844511e040011f252c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,syfaly@microcreditoabruzzo.it,Smarikaeighteen hletest,2022-09-08T09:39:16.170Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premium_and_other,b10c53fe-e00a-429f-8774-f591923f5bd2,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371757,,,,,,,
6682e72f15fafdc1298091e0,6319b85d511e040011f252c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jylyva@onekisspresave.com,Smarikanineteen hletest,2022-09-08T09:39:41.788Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premium_and_other,772e0487-1fc0-427f-a694-87a31e057e34,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371758,,,,,,,
6682e72f15fafdc1298091e8,631ad4ad7d73ce0011cf9292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bikash.s@homeloanexperts.com.au,Bikash HLETEST,2022-09-09T05:52:45.086Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sydney,e03ae282-425d-46d5-a2da-0bdd3666fa5d,,Website - Complete,,,,no-deposit-home-loans-lpnew,HLE Enquire Online Extended V2,,360801,,,,,,,
6682e72f15fafdc1298091eb,631adbdf7fed5900111d914f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bikashshrestha22@mailinator.com,Bikash Shrestha,2022-09-09T06:23:27.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premium_and_other,0b1cd8f7-c3f4-454b-907c-9cd6abd65412,,Website - Complete,,,,,HLE Enquire Online Extended V2,,360803,,,,,,,
6682e72f15fafdc1298091f7,631b11a4c326f30012d4f096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shraya.joshi@homeloanexperts.com.au,Shraya HLETest,2022-09-09T10:12:51.999Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sydney,6b5ee4b7-6f53-47a5-b45f-fbb0b480f313,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371781,,,,,,,
6682e72f15fafdc1298091f9,631b1259c326f30012d4f098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shraya.joshi@homeloanexperts.com.au,Shraya HLETest,2022-09-09T10:15:53.779Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12d82342-4479-48d6-9bb4-c02666878a43,,Website - Complete,,,,non-resident-mortgages/partner-visa-mortgage,HLE Enquire Online Extended V2,,371783,,,,,,,
6682e72f15fafdc1298091fa,631b1603eefc6a001214bdb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shraya.joshi@homeloanexperts.com.au,Shraya HLETest,2022-09-09T10:31:31.619Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ae87206-ae37-4cd0-822a-11bde2be96de,,Website - Complete,,,,non-resident-mortgages/foreign-investment-lpnew,HLE Enquire Online Extended V2,,371784,,,,,,,
6682e72f15fafdc1298091fc,631b26a117e04c00117f29cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sjoshi@homeloanexperts.com.au,Shraya HLETest,2022-09-09T11:42:25.477Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9dc1ad51-4fdc-4104-bab6-1320a5973fcc,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371786,,,,,,,
6682e72f15fafdc129809200,631e9cbb5cd3690012f2e2ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolopawy@onekisspresave.com,Smarika hletest,2022-09-12T02:43:07.247Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e72b824e-8f5c-4fff-a75b-87a9a2261e6e,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371791,,,,,,,
6682e72f15fafdc129809201,631e9daf5cd3690012f2e2af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolopawy@onekisspresave.com,Smarika hletest,2022-09-12T02:47:11.414Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premium_and_other,495c28ba-4d67-4be2-98a1-a3b5769b5d9f,,Website - Complete,,,,free-quote,HLE Enquire Online Extended V2,,371792,,,,,,,
6682e72f15fafdc129809203,631ea039c730330012e57e8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolopawy@onekisspresave.com,Smarika hletest,2022-09-12T02:58:01.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0dea00c4-8362-4bb1-9d15-347561120719,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371794,,,,,,,
6682e72f15fafdc129809208,631ea236c730330012e57e93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolopawy@onekisspresave.com,Smarika hletest,2022-09-12T03:06:30.728Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premium_and_other,74f347b3-e2ed-4517-b108-9130e7751faa,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371800,,,,,,,
6682e72f15fafdc1298091cf,6319b38992e2d70011e8676f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jylyva@onekisspresave.com,Smarikanineteen hletest,2022-09-08T09:19:05.238Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premium_and_other,fd092219-f2b9-4912-8296-edb43b8690c5,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371741,,,,,,,
6682e72f15fafdc1298091d0,6319b3a892e2d70011e86770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bacelyky@thichanthit.com,Smarikatwenty hletest,2022-09-08T09:19:36.427Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premium_and_other,e3431398-9262-4a59-a34a-2699811028d2,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371742,,,,,,,
6682e72f15fafdc1298091d1,6319b3c692e2d70011e86771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hexygoqy@onekisspresave.com,Smarikatwentyone hletest,2022-09-08T09:20:06.796Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24413494-c721-4f68-8946-db213138b2b3,,Website - Complete,,,,,,,371743,,,,,,,
6682e72f15fafdc1298091d8,6319b797511e040011f252bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tohujeba@livinginsurance.co.uk,Smarikaeleven hletest,2022-09-08T09:36:23.247Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premium_and_other,d8e76682-1f95-4f30-a3e0-12e8ac71e3f6,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371750,,,,,,,
6682e72f15fafdc1298091de,6319b82b511e040011f252c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lituwu@forexlist.in,Smarikaseventeen hletest,2022-09-08T09:38:51.686Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premium_and_other,e70f7b06-5c6f-4299-97b3-d50a30fdff45,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371756,,,,,,,
6682e72f15fafdc1298091e1,6319b876511e040011f252c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bacelyky@thichanthit.com,Smarikatwenty hletest,2022-09-08T09:40:06.324Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sydney,b99f3ac6-3a89-4f34-a6cf-5e2897151e59,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371759,,,,,,,
6682e72f15fafdc1298091e2,6319b891511e040011f252c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hexygoqy@onekisspresave.com,Smarikatwentyone hletest,2022-09-08T09:40:33.545Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e084f43-5ffc-4dd3-8e2e-59feba402871,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371760,,,,,,,
6682e72f15fafdc1298091e3,6319b8aa511e040011f252c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lusatequ@digital10network.com,Smarikatwentytwo hletest,2022-09-08T09:40:58.628Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01T17:26:08.783Z,,,,,,,487dab6b-2165-463b-8502-127eb43f956b,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371761,,,,,,,
6682e72f15fafdc1298091e4,631a8a504542990011bbe2d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sujan@homeloanexperts.com.au,Sujan Koirala,2022-09-09T00:35:28.165Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sydney,0b1edaaf-5332-4232-8997-4135812517bc,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371762,,,,,,,
6682e72f15fafdc1298091ed,631b087b94fc7300122b61cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shraya.joshi@homeloanexperts.com.au,Shraya HLETest,2022-09-09T09:33:47.172Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sydney,ea3898ad-50c5-47bd-84b4-c09663cfc0f7,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371771,,,,,,,
6682e72f15fafdc1298091ee,631b0882c8d4e6001159f63c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smarika.t@homeloanexperts.com.au,Smarika Thapa,2022-09-09T09:33:54.001Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sydney,8818c3dd-76be-4aed-82d6-8a96ee752684,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371772,,,,,,,
6682e72f15fafdc1298091ef,631b0900c8d4e6001159f63d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rurawigu@microcreditoabruzzo.it,Smarika Thapa,2022-09-09T09:36:00.975Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sydney,cc889c3e-d3b6-48b9-95b1-38e65cecec4a,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371773,,,,,,,
6682e72f15fafdc1298091f5,631b0c94c8d4e6001159f643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shraya.joshi@homeloanexperts.com.au,Shraya HLETest,2022-09-09T09:51:16.299Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sydney,13da9b93-f907-4bf1-8a4e-5234890e6c49,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371779,,,,,,,
6682e72f15fafdc129809202,631e9e065cd3690012f2e2b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolopawy@onekisspresave.com,Smarika hletest,2022-09-12T02:48:38.417Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premium_and_other,96361663-455f-430c-9eda-d1e6fa897363,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371793,,,,,,,
6682e72f15fafdc12980920a,631eedf721fc750009de5df7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolopawy@onekisspresave.com,Smarikaone hletest,2022-09-12T08:29:43.560Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premium_and_other,b58da1ba-1004-4a67-a625-c9b61ee9f87d,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371820,,,,,,,
6682e72f15fafdc12980920f,631eee0521fc750009de5dfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tohujeba@livinginsurance.co.uk,Smarikasix hletest,2022-09-12T08:29:57.019Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calculator,f3660df3-0a55-448a-aacf-6cce5b8e8573,,Website - Complete,,,,unusual-employment-loans/casual-employment-home-loans,Casual Job Calculator,casual-employment-home-loans,371825,,,,,,,
